A. Independence to Topeka
Distance (km), Elevation (m), Angle (deg), Time (min), Cloud Cover (%), Wind Dir (deg), Wind Speed (km/h) 
0.05387183355510955,323.120152319989,-2.9124943480757297,0.0015391952444317014,0,23.0,6.0
0.10024599271560314,320.760799999997,-17.352420637146842,0.002864171220445804,0,23.0,6.0
0.11216396463136379,317.036799999987,-0.0868567442586762,0.003204684703753251,0,23.0,6.0
0.12166303806989907,317.022399999998,-0.050460494531694364,0.0034760868019971165,0,23.0,6.0
0.1339259828623504,317.0116,-0.034513925329827735,0.003826456653210012,0,23.0,6.0
0.15318287571384198,317.0,0.0,0.004376653591824056,0,23.0,6.0
0.1888396186792337,317.0,-1.201731170545058,0.005395417676549535,0,23.0,6.0
0.22442103623157272,316.253599999983,-8.176094840052505,0.0064120296066163636,0,23.0,6.0
0.23245019402716763,315.1,0.0382223281205381,0.006641434115061932,0,23.0,6.0
0.2432430884421421,315.107200000007,0.01827719728682358,0.0069498025269183455,0,23.0,6.0
0.32224062691497446,315.132400000026,20.213792426205217,0.009206875054713556,0,23.0,6.0
0.326475262502429,316.691600000008,-0.975613169493623,0.009327864642926542,0,23.0,6.0
0.3368338749056884,316.515199999993,-16.36276606764998,0.009623824997305382,0,23.0,6.0
0.338305214468269,316.083200000009,-0.3626728996746939,0.009665863270521971,0,23.0,7.0
0.3479735819633299,316.02200000001,2.3267256782320875,0.009942102341809426,0,22.0,7.0
0.35479505560252006,316.29916576,1.5750599534112295,0.01013700158864343,1,21.0,7.0
0.3627379411343675,316.517570559996,0.07270365145401324,0.010363941175267644,0,18.0,7.0
0.5600430519808428,316.767934719976,-1.2447885197664599,0.016001230056595508,0,12.0,9.0
0.6054608007277166,315.78104895996,-2.520834229388069,0.017298880020791902,0,1.0,11.0
0.6252351649474084,314.910477279996,-0.48572984959825655,0.01786386185564024,0,23.0,6.0
0.6678028523431069,314.549597439977,-2.8496799149862233,0.019080081495517338,0,23.0,6.0
0.6812952833043171,313.877979999953,-1.38661692158247,0.01946557952298049,0,23.0,6.0
0.7094664068365726,313.196076640048,-0.8355362520424756,0.020270468766759215,0,23.0,6.0
0.8231937733451808,311.537488959976,1.3746658382180172,0.023519822095576595,0,23.0,6.0
0.8881460512050374,313.096152000007,0.9570133602185291,0.02537560146300107,0,23.0,6.0
0.9535561064711584,314.188800000002,0.1543254664137222,0.02724446018489024,0,23.0,6.0
1.013395704658276,314.349977600013,-3.472025919103169,0.028954162990236457,0,23.0,6.0
1.0283622099931902,313.441921280042,-19.057476792747924,0.029381777428376863,0,23.0,6.0
1.0321193989252584,312.143999999988,-0.30337053311420725,0.02948912568357881,0,23.0,6.0
1.0810724963510832,311.884800000029,-4.081237206730653,0.030887785610030947,0,23.0,6.0
1.1070172021034355,310.033600000008,1.5086640134754308,0.03162906291724101,0,23.0,6.0
1.1274998878711433,310.573057440002,0.9981631407327067,0.0322142825106041,0,23.0,6.0
1.1509123940492658,310.980973440001,-1.5505942927765362,0.032883211258550454,0,23.0,7.0
1.171192477603666,310.43200000001,-4.001986070281181,0.033462642217247596,0,23.0,7.0
1.1793226466424462,309.863200000014,-0.2897823673028036,0.03369493276121275,0,22.0,7.0
1.2309429213346799,309.602120159991,-3.205423729363953,0.03516979775241943,1,20.0,7.0
1.2715149740701512,307.32993760001,-10.427588107076451,0.03632899925914718,0,16.0,8.0
1.2892763830827407,304.061267999995,-0.6004716481375741,0.036836468088078306,1,8.0,9.0
1.3271028757400656,303.664824000025,-0.09360707453472639,0.03791722502114473,0,23.0,6.0
1.3574179581112762,303.615296640001,1.2611923034648889,0.03878337023175075,0,23.0,6.0
1.3884782077013813,304.299103999996,-3.641881442709922,0.03967080593432518,0,23.0,6.0
1.397439807587465,303.728711039973,-2.047373868695947,0.03992685164535614,0,23.0,6.0
1.4088148957761906,303.322067199961,-2.3980506167079367,0.04025185416503402,0,23.0,6.0
1.440811919407902,301.982085120006,-29.082915306160388,0.04116605484022577,0,23.0,6.0
1.4465064246516275,298.81478784002,-0.7451381427182645,0.0413287549900465,0,23.0,6.0
1.4849039232216195,298.315395839982,-5.633945036641473,0.04242582637776056,0,23.0,6.0
1.4970549068801415,297.116712959994,0.2427852163807789,0.042772997339432614,0,23.0,6.0
1.510752087563684,297.174753759998,1.1783513255753129,0.0431643453589624,0,23.0,6.0
1.5474703537089074,297.930012159975,4.710690985829584,0.044213438677397354,0,23.0,6.0
1.5617027282857037,299.102799999997,0.22650952800935242,0.044620077951020104,0,23.0,6.0
1.5956997940743984,299.237202559989,0.44076915403926653,0.04559142268783996,0,23.0,6.0
1.626948548396354,299.477600000029,-0.40076598300879546,0.046484244239895826,0,23.0,7.0
1.7529276870229986,298.596401120046,-2.3198806101975293,0.050083648200657103,0,23.0,7.0
1.8235778109667415,295.734244799991,-2.281094647493544,0.05210222317047833,0,22.0,7.0
1.8650765028533716,294.081199999978,-11.32532981536563,0.053287900081524904,1,19.0,7.0
1.8703055145433158,293.033936160001,-3.730344655901611,0.05343730041552331,0,15.0,8.0
1.8750900114941365,292.721991999984,-0.15908129161687198,0.0535740003284039,2,6.0,10.0
1.999366729710123,292.376937760006,-10.691311068484437,0.057124763706003515,0,23.0,6.0
2.0278432284075705,287.000719999957,-11.306735518573673,0.05793837795450201,0,23.0,6.0
2.041304734172232,284.309199999991,-4.22089190847683,0.05832299240492092,0,23.0,6.0
2.05876767120414,283.020399999996,-5.617321204090981,0.05882193346297542,0,23.0,6.0
2.0735628920891545,281.565199999993,-2.3636742909630644,0.05924465405969013,0,23.0,6.0
2.0963259989999337,280.625600000012,-0.47807105637813496,0.05989502854285525,0,23.0,6.0
2.177437129109808,279.94880000001,1.5230198914108306,0.06221248940313737,0,23.0,6.0
2.2103563727090427,280.824056000036,-4.281719624730967,0.06315303922025836,0,23.0,6.0
2.246836580903377,278.092800000005,-0.03838887311404853,0.06419533088295364,0,23.0,6.0
2.2557338499538546,278.086838720018,-0.2056830947106709,0.06444953857011013,0,23.0,6.0
2.2649646432587596,278.053701440002,-0.13004284097175114,0.06471327552167884,0,23.0,6.0
2.28205611260216,278.014909279999,-6.707421554822408,0.06520160321720457,0,23.0,6.0
2.284883816855184,277.68235904,-0.03123343006463841,0.06528239476729097,0,23.0,7.0
2.384070235538148,277.628289919997,-2.999775553636704,0.06811629244394708,0,22.0,7.0
2.41220586233514,276.153874720005,-3.0333120091869445,0.06892016749528972,0,21.0,7.0
2.4272174256000856,275.358399999995,-0.3314649976058812,0.06934906930285958,1,19.0,7.0
2.4891683961053532,275.0,12.091328202888054,0.07111909703158152,0,14.0,8.0
2.501604028523284,277.664000000041,2.0227537073775887,0.07147440081495098,0,3.0,10.0
2.557665479817835,279.64400000003,12.986544163746123,0.07307615656622385,0,23.0,6.0
2.5766868644849725,284.030727679962,0.6316575151856582,0.07361962469957065,0,23.0,6.0
2.6506581384407633,284.846257280079,1.8822668142545484,0.07573308966973609,0,23.0,6.0
2.7299824026230004,287.453136319997,3.338153773012734,0.07799949721780002,0,23.0,6.0
2.825104839401159,293.001417439985,1.23625575021439,0.0807172811257474,0,23.0,6.0
2.9198910805443044,295.046912320019,-1.011079528930549,0.08342545944412298,0,23.0,6.0
3.044032649174546,292.855999999974,2.00861425293126,0.08697236140498703,0,23.0,6.0
3.106990346090233,295.064008319992,2.964781711965292,0.08877115274543523,0,23.0,6.0
3.142698946442417,296.913407999984,3.197534087976423,0.08979139846978335,0,23.0,6.0
3.16806329151987,298.330400000021,-0.5847053535903547,0.09051609404342487,0,23.0,6.0
3.183858869545881,298.169199999968,-1.4988060942402102,0.09096739627273946,0,23.0,6.0
3.2047722478076084,297.621999999968,-2.944058429291089,0.09156492136593167,0,23.0,6.0
3.2111127097465584,297.295917759996,1.1437260111517293,0.09174607742133024,0,23.0,6.0
3.2147862018656457,297.369256960022,0.03783285583629701,0.09185103433901845,0,23.0,7.0
3.2747451304418,297.408848319977,2.0154587429372652,0.09356414658405142,0,22.0,7.0
3.2915435516824583,298.0,-0.02070856029165747,0.09404410147664166,0,20.0,7.0
3.5471928929198513,297.907599999999,-5.957742954269454,0.1013483683691386,0,16.0,8.0
3.641216041052261,288.095473919989,-1.182252883609034,0.1040347440300646,0,9.0,9.0
3.762612740467296,285.590193919999,-5.182819775983721,0.10750322115620846,0,23.0,6.0
3.8162423382623603,280.725731840009,-1.1604762666104114,0.10903549537892458,0,23.0,6.0
3.849511583785179,280.051800000006,0.820051834039847,0.10998604525100511,0,23.0,6.0
3.897245446841892,280.735042560016,0.38109159707288254,0.11134986990976833,0,23.0,6.0
3.937080277392219,281.0,-12.784322035505568,0.11248800792549196,0,23.0,6.0
3.943312577444966,279.58584943998,-0.21678484727382158,0.11266607364128475,0,23.0,6.0
4.001840919704373,279.364400000035,-0.34435420508564996,0.1143383119915535,0,23.0,6.0
4.056801126096022,279.034078879995,1.0374902348444768,0.11590860360274348,0,23.0,6.0
4.140918783525494,280.557415999969,0.1226380529959033,0.11831196524358556,0,23.0,6.0
4.168289216894088,280.616000799978,-0.4780097479541744,0.11909397762554537,0,23.0,6.0
4.202558577315144,280.330090239984,-0.12523925346636672,0.1200731022090041,0,23.0,6.0
4.278543177584325,280.164000000015,0.8218498593057699,0.12224409078812357,0,23.0,6.0
4.408607556991772,282.029769599999,-1.0195927045066506,0.12596021591405063,0,23.0,7.0
4.529625372608673,279.875999999975,0.08458181709801274,0.12941786778881922,0,22.0,7.0
4.613622994601636,280.0,0.6999451336404939,0.13181779984576103,0,21.0,7.0
4.8082050336975755,282.377200000005,6.15394685540642,0.13737728667707358,0,18.0,7.0
4.918134309988094,294.229947200011,1.1732624739926576,0.14051812314251697,0,12.0,9.0
5.025069668269271,296.420000000038,1.790137434795536,0.14357341909340776,0,1.0,11.0
5.1424662118961155,300.089107199968,2.2739239780456844,0.14692760605417474,0,23.0,6.0
5.194209979532077,302.143764800001,5.894309550318808,0.1484059994152022,0,23.0,6.0
5.244728205866681,307.359244799977,3.2951948712322348,0.14984937731047662,0,23.0,6.0
5.297249773938111,310.383199999995,-0.17437032906729985,0.15134999354108888,0,23.0,6.0
5.351663571541953,310.217600000004,0.41438248873495803,0.15290467347262723,0,23.0,6.0
5.55322694190851,311.675400000027,2.7566584459726213,0.1586636269116717,0,23.0,6.0
5.601505314029857,314.0,7.136500887246544,0.16004300897228163,0,23.0,6.0
5.6081792445977765,314.835599999993,0.06199190426107262,0.1602336927027936,0,23.0,6.0
5.7230978970745605,314.959937759992,-5.557969607714853,0.16351708277355886,0,23.0,6.0
5.763791823621138,311.0,0.17015963117685665,0.16467976638917536,0,23.0,6.0
5.861948819241381,311.291511999996,14.616844780016175,0.16748425197832517,0,23.0,6.0
5.870681754511001,313.569013119995,-0.8280467561374676,0.16773376441460003,0,23.0,6.0
5.902406064229519,313.110496959985,-3.7872046273262105,0.16864017326370054,0,23.0,7.0
5.9244486719420975,311.651372799987,-2.9703899415079875,0.1692699620554885,0,22.0,7.0
5.954356400904382,310.099473280005,-1.6665236077460115,0.17012446859726807,0,21.0,7.0
6.075722601628187,306.56838079998,1.205645199038751,0.17359207433223392,0,18.0,8.0
6.2573634684726125,310.391119039985,25.528682595645765,0.1787818133849318,0,12.0,9.0
6.276048672253374,319.314988800009,-0.09481716388157091,0.1793156763500964,0,0.0,11.0
6.355709639272132,319.183159999981,-0.05988808666455777,0.18159170397920377,0,23.0,6.0
6.509128263342069,319.022800000023,3.5349028956009514,0.18597509323834482,0,23.0,6.0
6.558564558190675,322.076682240003,-0.4464232626567318,0.18738755880544786,0,23.0,6.0
6.578577450181575,321.920747519994,-2.4214017082160453,0.18795935571947356,0,23.0,6.0
6.605545010608966,320.780380800042,-8.28862298615113,0.18872985744597046,0,23.0,6.0
6.626060834638685,317.791606079974,-0.7144074571337116,0.1893160238468196,0,23.0,6.0
6.642004339843467,317.592800000001,0.8641270572008866,0.18977155256695621,0,23.0,6.0
6.665156223603675,317.941999999989,5.230594128822664,0.190433034960105,0,23.0,6.0
6.68517789888101,319.77489519998,1.1238000726106439,0.1910050828251717,0,23.0,6.0
6.751199004384368,321.069999999985,1.3958970111717532,0.19289140012526765,0,23.0,6.0
6.77265352900387,321.59279999998,-7.828185097635642,0.19350438654296773,0,23.0,6.0
6.779010625541241,320.718800000012,-1.335768660045886,0.19368601787260686,0,23.0,6.0
6.799235530349634,320.247199999975,-2.8169087024152333,0.19426387229570383,0,23.0,7.0
6.826588035196356,318.90134784001,-2.8933300737032814,0.1950453724341816,0,22.0,7.0
6.852303924372028,317.601638399993,-0.17324215064380535,0.19578011212491508,0,21.0,7.0
6.888413968248379,317.492454079986,1.3059521167143473,0.1968118276642394,0,18.0,8.0
6.892332289068716,317.581780479998,0.14832439872082295,0.1969237796876776,0,12.0,9.0
6.9307403747251515,317.681209600005,2.39749068216865,0.19802115356357575,0,0.0,11.0
