H. Pocatello to Twin Falls
Distance (km), Elevation (m), Angle (deg), Time (min), Cloud Cover (%), Wind Dir (deg), Wind Speed (km/h) 
0.0629637638772133,279.599842400023,-10.601021256611036,0.001798964682206094,0,18.0,8.0
0.08076838785620644,276.267469119976,-0.2089969673369331,0.002307668224463041,0,18.0,8.0
0.10167720464701421,276.191200000009,3.6251679650358657,0.002905062989914692,0,18.0,8.0
0.1103141568875052,276.73839999999,0.4814722441407386,0.00315183305392872,0,18.0,8.0
0.15315358400054377,277.098400000002,12.80132932433352,0.004375816685729822,0,18.0,8.0
0.16078332789654548,278.832021439985,1.2108178261771732,0.004593809368472728,0,18.0,8.0
0.17155071962894222,279.059599999993,-0.07557420495062266,0.004901449132255492,0,18.0,8.0
0.19884372081647553,279.023600000007,-0.0572791083317089,0.005681249166185015,0,18.0,8.0
0.21237277282642625,279.010074879999,-0.5954492968383553,0.006067793509326464,0,18.0,8.0
0.23051037329930932,278.821572159979,-2.3623662707892787,0.006586010665694552,0,18.0,8.0
0.24761153945867176,278.116072959994,1.177569646029094,0.007074615413104907,0,18.0,8.0
0.27732286470820566,278.726799999998,1.3385147212991706,0.007923510420234448,0,18.0,8.0
0.33259947440025883,280.018378880009,7.099243507769343,0.00950284212572168,0,18.0,8.0
0.34201375300712217,281.190863039978,0.02938340270913541,0.009771821514489205,0,18.0,8.0
0.3876169999444172,281.214250079974,0.5811012284615139,0.011074771426983349,0,17.0,8.0
0.4327884011719098,281.672400000008,-17.652507815699405,0.012365382890625994,0,17.0,9.0
0.4419435714524626,278.758971840026,-0.41560881576087183,0.012626959184356074,0,17.0,9.0
0.4973065528487617,278.357376000013,-0.37262700097386153,0.014208758652821762,0,16.0,10.0
0.5413551549160505,278.070898880018,5.785648043433002,0.015467290140458584,0,14.0,11.0
0.5513740207897886,279.086042720006,0.04455407432074522,0.015753543451136817,0,17.0,7.0
1.3457522715730792,279.703763520016,39.03197011348458,0.03845006490208798,0,17.0,7.0
1.3660916142153603,296.193038080017,-0.35992239437420204,0.039031188977581725,0,17.0,7.0
1.3846815169078308,296.076257919985,-0.6386727557570991,0.03956232905450945,0,17.0,7.0
