F. Lander to Montpelier
Lat,Lon,Distance,Azimuth,Elevation,Cloud Cover,Wind Direction,Wind Speed
42.841584,-108.745861,0,64.8562035455597,497.6059823953951,97,233.0,9.0
42.841637,-108.745707,13.870229144339968,155.97153698979935,497.7463414786652,97,233.0,9.0
42.841188,-108.745434,68.53366906224426,162.74324968117588,498.20409031372805,97,233.0,9.0
42.840579,-108.745176,139.44334625452993,168.50627704170248,498.059499436032,97,233.0,9.0
42.84046,-108.745143,152.94632340369452,168.7049276675743,498.14805120000005,97,233.0,9.0
42.839924,-108.744997,213.72396509480373,168.58480491009445,498.429591985146,97,233.0,9.0
42.839855,-108.744978,221.55124854030606,173.62938765832453,498.48190327296305,97,233.0,9.0
42.839612,-108.744941,248.73950355642594,173.6032557301266,498.6699542415269,97,233.0,9.0
42.83937,-108.744904,275.8172544069931,178.9726154575267,498.9339475200031,97,233.0,9.0
42.839002,-108.744895,316.74356670506734,178.05311702373174,499.32787104,97,233.0,9.0
42.838851,-108.744888,333.543698451749,178.2499848126506,499.4858793600061,97,233.0,9.0
42.838539,-108.744875,368.2527043624137,181.1309886534056,499.69132065599393,97,233.0,9.0
42.838279,-108.744882,397.1690186592818,179.6131368543297,499.601492779776,97,233.0,9.0
42.837736,-108.744877,457.54924017703127,179.6439505396692,499.73179024435507,97,233.0,9.0
42.837146,-108.744872,523.155513630556,178.70746107941665,499.44794897510405,97,233.0,9.0
42.836756,-108.74486,566.5325720188081,172.19227822696934,499.5672,97,233.0,9.0
42.836633,-108.744837,580.3375259998348,172.1260863848809,499.5672,97,233.0,9.0
42.836405,-108.744794,605.9312677602065,155.03387151619518,499.5672,97,233.0,9.0
42.836153,-108.744634,636.8406255540928,129.17067144447026,499.826036159997,97,233.0,9.0
42.835966,-108.744321,669.7607215329796,113.85263703567497,499.73654688,97,233.0,9.0
42.835871,-108.744028,695.8830022244335,106.95482271829707,499.41504384,97,233.0,9.0
42.835723,-108.743366,752.315256432792,106.18971996576173,499.54559294745906,97,233.0,9.0
42.835291,-108.741337,924.5927918509886,106.0748987955621,499.26511018406404,97,233.0,9.0
42.835164,-108.740736,975.5927979663933,106.12386555072568,498.725951999997,97,233.0,9.0
42.835012,-108.740019,1036.451558898624,106.13300290656544,498.05636736,97,233.0,9.0
42.834879,-108.739392,1089.6737137153652,106.01811369743466,498.4055462400061,97,233.0,9.0
42.834863,-108.739316,1096.121158974151,106.21695312436034,498.488939519997,97,233.0,9.0
42.834433,-108.7373,1267.3209165172937,105.99853734695724,498.970157760003,97,233.0,9.0
42.834007,-108.735274,1439.181766535583,106.09092121058472,498.78240096,97,233.0,9.0
42.833985,-108.73517,1448.007938724966,105.49143244931737,498.758260799997,97,233.0,9.0
42.83396,-108.735047,1458.4157462314158,105.70777156744188,498.730828799997,97,233.0,9.0
42.833841,-108.73447,1507.2909548474574,105.61950458018168,498.37120722816,97,233.0,9.0
42.833588,-108.733236,1611.7731153679576,106.19351078805411,498.76176799950025,97,233.0,9.0
42.833565,-108.733128,1620.9435692589489,106.25130810813347,498.58178598910786,97,233.0,9.0
42.833177,-108.731313,1775.104348357788,106.78181280092255,499.215534878592,97,233.0,9.0
42.833154,-108.731209,1783.9620931291067,105.23295239842817,499.1349659973181,97,233.0,9.0
42.832746,-108.729166,1956.6225005133902,107.7047771726348,498.38286912,97,233.0,9.0
42.832337,-108.727419,2106.1633773444623,106.8205280759608,497.03992031999695,97,233.0,9.0
42.83229,-108.727207,2124.2234861185993,103.4174395805622,496.824,97,233.0,9.0
42.832209,-108.726744,2163.0380469492843,107.98698707338558,497.0334743608351,97,233.0,9.0
42.832199,-108.726702,2166.638904688262,106.30983724423064,497.06778937881603,97,233.0,9.0
42.832046,-108.725989,2227.218213193431,109.4172778045236,498.1282033067551,97,233.0,9.0
42.83197,-108.725695,2252.6382334367972,118.08346837210239,498.18213271680304,97,229.0,9.0
42.831772,-108.725189,2299.406429530223,120.94194807725287,498.32983392,97,229.0,9.0
42.831579,-108.72475,2341.1446785942467,121.07463833289422,499.49964412800614,97,229.0,9.0
42.831461,-108.724483,2366.5653095309654,136.92819551250116,500.270058900093,97,229.0,9.0
42.831148,-108.724084,2414.2094023513228,136.87560012979685,500.7077376061471,97,229.0,9.0
42.831065,-108.723978,2426.8543362264595,133.3841767493061,500.66434198655696,97,229.0,9.0
42.830611,-108.723323,2500.3486690272275,143.8740833026497,501.56778527999694,97,229.0,9.0
42.830188,-108.722902,2558.580700788733,139.98703915843834,502.1481656401951,97,229.0,9.0
42.82884,-108.721359,2754.2848413688475,139.42710235618526,501.8408860799939,97,228.0,9.0
42.828088,-108.720481,2864.3697776647787,141.63603330300305,503.01829853644193,97,228.0,9.0
42.82718,-108.719501,2993.137277355403,146.8986974359505,504.9758150400153,97,228.0,9.0
42.826676,-108.719053,3060.0367931446776,157.32273170986937,505.37888255999695,97,228.0,9.0
42.826425,-108.71891,3090.2851785644507,157.43206834559595,506.1337746240031,97,228.0,9.0
42.826335,-108.718859,3101.1225940394656,160.5339917002508,506.3982103257387,97,228.0,9.0
42.82487,-108.718153,3273.898925823636,164.2984534602529,507.8468403571231,97,228.0,9.0
42.824523,-108.71802,3313.9791736240545,168.12125225257034,508.206023992317,97,228.0,9.0
42.824258,-108.717944,3344.0906515426827,168.22604537863526,508.77531587481604,97,228.0,9.0
42.823417,-108.717705,3439.6153737825507,161.57612910989374,509.47798974911694,97,228.0,9.0
42.822926,-108.717482,3497.1616250901325,155.20635790313744,508.883053165056,97,226.0,9.0
42.821986,-108.71689,3612.2974437325697,147.99461577269616,507.9708169036678,97,226.0,9.0
42.821844,-108.716769,3630.9173779970192,150.00443079685644,508.3732459530271,97,226.0,9.0
42.821567,-108.716551,3666.4816888322985,142.37303751067446,508.68321804327013,97,226.0,9.0
42.821253,-108.716221,3710.566344281064,143.13618701339954,508.25729184000005,97,225.0,9.0
42.820939,-108.7159,3754.20681504663,143.20849764829586,507.8246270208031,97,225.0,9.0
42.820888,-108.715848,3761.288229726346,145.00245938424462,507.79996718899207,97,225.0,9.0
42.820778,-108.715743,3776.219607945025,139.4804883883461,507.63696288,97,225.0,9.0
42.820663,-108.715609,3793.0410553034176,141.35765997678254,507.36374016000303,97,225.0,9.0
42.820563,-108.7155,3807.277474903403,138.11470051320208,507.13440864000614,97,225.0,9.0
42.819067,-108.713671,4030.715781939268,140.79233592247303,503.6374512610651,97,225.0,9.0
42.818862,-108.713443,4060.133917596678,139.62750082942293,503.23876491188116,97,225.0,9.0
42.818265,-108.712751,4147.268130570429,137.0680431522374,501.32101919999695,97,225.0,9.0
42.817594,-108.7119,4249.173627141496,140.73693609723315,500.84077632000003,97,225.0,9.0
42.817218,-108.711481,4303.173363580295,140.51948257728154,500.5826716800061,97,225.0,9.0
42.816966,-108.711198,4339.477588186387,142.89848319805586,500.25588745573793,97,225.0,9.0
42.816773,-108.710999,4366.385140607207,137.7067392382804,500.10087373478405,97,225.0,9.0
42.815757,-108.709739,4519.111532183718,139.73789994526797,501.396,97,225.0,9.0
42.814877,-108.708723,4647.340530889224,138.81707523826663,500.7393388800031,97,224.0,9.0
42.812946,-108.70642,4932.63371267301,138.74992597460772,500.34461458943395,97,224.0,9.0
42.811846,-108.705105,5095.319593532871,140.38150593066416,499.6680278399909,97,224.0,9.0
42.811628,-108.704859,5126.78815147895,139.32183776854725,500.4855880519711,97,224.0,9.0
42.810847,-108.703944,5241.29869958895,141.41582934757076,499.2169238399939,97,224.0,9.0
42.81063,-108.703708,5272.166672276568,135.8214998191339,499.8824851199817,97,224.0,9.0
42.810097,-108.703002,5354.806040916693,138.873548938299,499.83883776000005,97,224.0,9.0
42.808283,-108.700843,5622.582622209254,139.36408391121645,498.0945857686979,97,223.0,9.0
42.807476,-108.699899,5740.830380964658,139.26386323884765,498.11811525580805,97,223.0,9.0
42.807338,-108.699737,5761.081698579741,135.75117720878202,497.98572271795507,97,223.0,9.0
42.806264,-108.698311,5927.799070215505,131.61373144315058,497.92586789836497,97,223.0,9.0
42.806206,-108.698222,5937.510332637488,131.23639215086789,497.66552636775623,97,223.0,9.0
42.805824,-108.697628,6001.949657213111,127.95088702864415,496.82741376001525,97,223.0,9.0
42.805186,-108.696513,6117.304782667982,123.10781662371201,497.4008035200031,97,220.0,10.0
42.805053,-108.696235,6144.379934793719,126.33570622288522,497.2128933446431,97,220.0,10.0
42.804842,-108.695844,6183.977317548757,123.49283206967733,496.3625809827749,97,220.0,10.0
42.804725,-108.695603,6207.552903587875,123.32249355208162,495.71196768000914,97,220.0,10.0
42.804315,-108.694753,6290.540972249858,124.5838883453838,495.4785008774461,97,220.0,10.0
42.803449,-108.693041,6460.187394912292,121.20548223461813,496.687760300925,97,219.0,10.0
42.802821,-108.691628,6594.9649575100575,123.41375650418135,497.04554678168995,97,219.0,10.0
42.802457,-108.690876,6668.464256339922,121.05576324461798,495.56449851494096,97,219.0,10.0
