Casper Loop
Distance (km), Elevation (m), Angle (deg), Time (min), Cloud Cover (%), Wind Dir (deg), Wind Speed (km/h) 
0.04036801899225984,1622.2296576,0.1499400190493229,0.001153371971207424,0,236.0,13.0
0.16298365694806236,1622.55053695999,-14.982918965143844,0.004656675912801782,0,236.0,13.0
0.1838296882144826,1616.97151999998,0.3000973151923473,0.005252276806128074,0,236.0,13.0
0.3356603503625156,1617.76676864,-3.462583727044881,0.009590295724643304,0,236.0,13.0
0.388221815095619,1614.58642336001,0.4999093821579046,0.011092051859874828,0,236.0,13.0
0.4356215949646546,1615.0,-1.7994039151975023,0.012446331284704416,0,236.0,13.0
0.4900654468434668,1613.28960000001,-7.096276972663337,0.014001869909813338,0,236.0,13.0
0.5394651794598571,1607.13979776002,-6.371363985705013,0.015413290841710201,0,236.0,13.0
0.6025502293560925,1600.0956,-8.537552050811524,0.0172157208387455,0,236.0,13.0
0.6487449905404244,1593.16079103998,-3.7124039719901694,0.01853557115829784,0,236.0,13.0
0.6788907281111967,1591.20479999999,-0.7364355174687004,0.019396877946034192,0,236.0,13.0
0.7132148545774786,1590.76359999999,-0.9031382980610863,0.020377567273642243,0,236.0,13.0
0.7768763118856982,1589.76003807997,-7.7569666642463755,0.022196466053877092,0,236.0,13.0
0.8304396068498711,1582.46375999997,-4.224244041273841,0.023726845909996314,0,236.0,13.0
0.9275263058685271,1575.29285456004,2.1484986098751246,0.026500751596243634,0,237.0,13.0
0.946603255290101,1576.00854464,0.14429819523078308,0.027045807294002886,0,239.0,14.0
0.9920141941283421,1576.12291135999,-4.525893466352513,0.028343262689381202,0,243.0,15.0
1.0307000065738747,1573.06067984006,-2.874880202523184,0.02944857161639642,0,250.0,18.0
1.0684331027011351,1571.16578880004,9.50798256363065,0.030526660077175288,0,236.0,13.0
1.1028363653243567,1576.92784799992,0.25006705846322613,0.031509610437838766,0,236.0,13.0
1.1353146126535072,1577.06960000003,-8.404118562677098,0.032437560361528776,0,236.0,13.0
1.1636357749228117,1572.88541440002,-2.0149287585960995,0.033246736426366046,0,236.0,13.0
1.2412505184478668,1570.15480000001,-2.534667543605699,0.03546430052708191,0,236.0,13.0
1.47866345373837,1559.64519999994,-1.03595049436631,0.04224752724966772,0,236.0,13.0
1.4950255607665588,1559.34932864,-2.0603770958840935,0.042715016021901676,0,236.0,13.0
1.5166528953657572,1558.57126640002,-1.52828520965983,0.04333293986759306,0,236.0,13.0
1.5404185590869666,1557.9372,-0.054448524210075476,0.044011958831056186,0,236.0,13.0
1.5648250055602362,1557.9140064,0.6219126099017613,0.0447092858731496,0,236.0,13.0
1.606766637334141,1558.36927647999,82.63634575477874,0.045907618209546884,0,236.0,13.0
1.6068481472000153,1559.0,0.0,0.04590994706285758,0,236.0,13.0
1.6170389396857123,1559.0,0.08852329496020908,0.04620111256244892,0,236.0,13.0
1.646264113154761,1559.0451536,-0.09818404630978533,0.04703611751870746,0,236.0,13.0
1.7663864803964564,1558.83930752001,3.964253063225989,0.05046818515418447,0,236.0,13.0
1.7977061921897162,1561.00976000001,2.680557614403576,0.05136303406256332,0,237.0,13.0
1.8335161758873515,1562.68633760001,1.5739159364172686,0.05238617645392433,0,240.0,14.0
1.858590758674716,1563.37531007998,-1.489069413212463,0.05310259310499188,0,244.0,16.0
1.8816547297621378,1562.77576176,-5.499464889065617,0.05376156370748965,1,253.0,19.0
1.8995197587399042,1561.05572352002,-4.2881007954820625,0.054271993106854405,0,238.0,13.0
1.9199073575385435,1559.52703024,1.0380806964044307,0.05485449592967267,0,238.0,13.0
1.9370123708073494,1559.83697151999,0.6306131584124716,0.0553432105944957,0,238.0,13.0
1.9541514852493036,1560.02561696002,2.351998234801854,0.05583289957855153,0,238.0,13.0
1.9720475400228386,1560.76066496002,0.8960175112241214,0.05634421542922396,0,238.0,13.0
1.9990697342004289,1561.18328480001,0.1340215831768575,0.05711627812001226,0,238.0,13.0
2.167301734434204,1561.5768,9.150424677127212,0.06192290669812011,0,238.0,13.0
2.1917663268464334,1565.51747904011,0.7478185147896655,0.06262189505275524,0,238.0,13.0
2.2124824235745946,1565.78787871998,-2.796060144707846,0.0632137835307027,0,238.0,13.0
2.232582068173205,1564.80622751988,-5.091005950434285,0.063788059090663,0,238.0,13.0
2.254936323943913,1562.81470032004,-3.703760490419206,0.06442675211268323,0,238.0,13.0
2.277073721688818,1561.38168,-0.00597685590199995,0.06505924919110909,0,238.0,13.0
2.3939311705333624,1561.36948992001,-2.580668886977049,0.06839803344381035,0,238.0,13.0
2.4411690643732853,1559.2404,0.9599132136066396,0.06974768755352244,0,238.0,13.0
2.4865042066038203,1560.0,1.3342230758695155,0.07104297733153772,0,238.0,13.0
2.5487433854621124,1561.44959999998,0.06236706545792543,0.07282123958463178,0,238.0,13.0
2.849559141929804,1561.77704128001,1.3190950441170177,0.08141597548370869,0,239.0,13.0
2.8924866542669725,1562.76551680004,4.589734027726536,0.08264247583619921,0,241.0,14.0
2.906832884637893,1563.9172,0.4558107588785434,0.08305236813251123,0,246.0,15.0
2.966564647236092,1564.3924,-2.834647406661947,0.08475898992103119,2,254.0,18.0
3.040327398643501,1560.74008640003,-10.593914421733183,0.08686649710410002,0,238.0,13.0
3.0710173066807678,1555.0,0.07794100120099347,0.0877433516194505,0,238.0,13.0
3.1310734137981786,1555.08169600002,5.273398939193334,0.08945924039423367,0,238.0,13.0
3.18437794576301,1560.001648,1.239743976510318,0.0909822270218003,0,238.0,13.0
3.2326729598604516,1561.04680000002,10.20158399634789,0.09236208456744148,0,238.0,13.0
3.242130152877398,1562.74868752002,3.0825494320546496,0.09263229008221137,0,238.0,13.0
3.2520479704256986,1563.28278784,0.6841564925455724,0.0929156562978771,0,238.0,13.0
3.2995754974889233,1563.85033072002,-0.22502607199631128,0.09427358564254067,0,238.0,13.0
3.377165148404368,1563.54560000001,-0.2613473662003158,0.09649043281155338,0,238.0,13.0
3.523479548264339,1562.87820096,3.295790374454531,0.10067084423612396,0,238.0,13.0
3.555074059470742,1564.69759999999,-0.11434815018852759,0.10157354455630692,0,238.0,13.0
3.642812311794006,1564.52249600002,-1.319625046165904,0.10408035176554302,0,239.0,13.0
3.727987976809543,1562.56040000001,1.1879520954917249,0.10651394219455838,0,239.0,13.0
3.841297983180926,1564.9100696,-0.4132593870790909,0.10975137094802645,0,239.0,13.0
3.968884529783693,1563.98980544,3.2974397660032224,0.11339670085096265,0,239.0,13.0
4.080977586481846,1570.44802496001,1.0189561590581935,0.11659935961376704,0,241.0,14.0
4.195842061467117,1572.49100624,2.752613473508961,0.11988120175620333,0,244.0,15.0
4.29202912919391,1577.11560000001,5.9704711479543535,0.12262940369125458,0,250.0,17.0
4.310047320452598,1579.0,0.6025435722378729,0.12314420915578851,0,238.0,13.0
4.335524010843801,1579.26793216002,3.8838076218154733,0.12387211459553717,0,238.0,13.0
4.356330408296989,1580.68046272002,10.835690194427357,0.12446658309419968,0,238.0,13.0
4.363510634103607,1582.05479999997,-0.048986598491798344,0.12467173240296019,0,238.0,13.0
4.380353179760238,1582.04040000001,-0.06969364279769592,0.12515294799314966,0,238.0,13.0
4.460919834030947,1581.94239999999,-0.5613361626070995,0.1274548524008842,0,238.0,13.0
4.498079438823386,1581.57832960001,0.5553725311446961,0.12851655539495388,0,238.0,13.0
4.607728507551941,1582.6412,0.1817270437403583,0.13164938593005546,0,238.0,13.0
4.7159402029431,1582.98442,1.4681349561549535,0.13474114865551715,0,238.0,13.0
4.824800696813671,1585.77444896001,-1.336705323327797,0.1378514484803906,0,238.0,13.0
4.882736456462835,1584.42256768002,1.9684748377527657,0.13950675589893816,0,238.0,13.0
4.9093362590451015,1585.33680000001,1.7231397678923122,0.14026675025843147,0,238.0,13.0
4.940783969777207,1586.28285824001,3.2361502348788687,0.14116525627934876,0,238.0,13.0
4.960407423395758,1587.39239999999,0.5472846249113088,0.14172592638273593,0,238.0,13.0
5.024015745783735,1588.0,-17.965587206288365,0.14354330702239243,0,238.0,13.0
5.033882089566029,1584.80078080003,-0.2833176125999763,0.1438252025590294,0,238.0,13.0
5.130425706940553,1584.32338559997,-9.290793557130876,0.14658359162687296,0,239.0,13.0
5.14981869996373,1581.15086080003,0.6180550463182993,0.14713767714182086,0,242.0,14.0
5.2481619073240315,1582.21173952003,2.610481327577812e-05,0.1499474830664009,0,246.0,16.0
5.517863355930301,1582.21186240004,1.3547881328284372,0.15765323874086576,3,256.0,19.0
5.604339279738164,1584.2570112,-1.7492621196618547,0.16012397942109038,0,235.0,13.0
5.696433284669629,1581.44447200001,-1.6616680471543626,0.16275523670484654,0,235.0,13.0
5.771796563792781,1579.25820496003,-5.056693250092096,0.1649084732512223,0,235.0,13.0
5.8098184315114825,1575.89380927998,-0.9170532204343439,0.1659948123288995,0,235.0,13.0
5.860011361837447,1575.09037280002,0.29985027347942167,0.1674288960524985,0,235.0,13.0
6.018111196026722,1575.917776,0.01674974170823522,0.17194603417219206,0,235.0,13.0
6.189912242352407,1575.96800000005,-2.5407541586581286,0.17685463549578306,0,235.0,13.0
6.280489844592329,1571.94874431999,-0.0911758711712019,0.17944256698835226,0,235.0,13.0
6.4636988971953775,1571.65719999998,2.3851548020006517,0.18467711134843937,0,235.0,13.0
6.523776392757221,1574.15959999998,2.01548498756087,0.1863936112216349,0,235.0,13.0
6.566798309418895,1575.67360000001,0.06068649277594924,0.18762280884053986,0,235.0,13.0
6.637597262324412,1575.74858880001,-8.36273917279317,0.18964563606641177,0,236.0,13.0
6.653764234863074,1573.372,-1.5531844803023114,0.19010754956751638,0,236.0,13.0
6.688267278599387,1572.436456,-1.3278706395845437,0.19109335081712533,0,236.0,13.0
6.7498231161604405,1571.00960000001,2.3660274650320736,0.19285208903315545,0,237.0,13.0
6.8230926606947175,1574.03698463999,2.0673588636565428,0.19494550459127766,0,240.0,14.0
6.875474773115957,1575.92786815996,0.36763853229755405,0.19644213637474162,0,244.0,16.0
7.1464369499814175,1577.66652159998,0.003354511687374067,0.20418391285661194,2,253.0,18.0
7.253673369404252,1577.67279999999,5.735860343113127,0.2072478105544072,0,233.0,14.0
7.286528419811329,1580.97293951999,1.8910426451805353,0.2081865262803237,0,233.0,14.0
7.317441684525458,1581.99360000002,-0.5835603128994524,0.2090697624150131,0,233.0,14.0
7.467441347161635,1580.46579327999,-5.90662252931781,0.213355467061761,0,233.0,14.0
7.482777156597189,1578.8792,0.04321794498266869,0.21379363304563398,0,233.0,14.0
7.602093777947908,1578.96919999998,-0.38965861583845146,0.21720267936994023,0,233.0,14.0
7.969102654572703,1576.47319807994,0.416495241908278,0.2276886472735058,0,233.0,14.0
8.55936646588639,1580.76402720002,4.61962453779665,0.244553327596754,0,233.0,14.0
8.699759292652057,1592.1081648,-0.29051671008035784,0.24856455121863022,0,233.0,14.0
8.86443146112131,1591.27319184003,0.15054846222853152,0.2532694703177517,0,233.0,14.0
9.297978107224521,1592.41236704002,4.401859878396419,0.26565651734927204,0,233.0,14.0
9.432753900253788,1602.78719999999,0.5543886547549566,0.26950725429296535,0,231.0,14.0
9.651842339381238,1604.90714559999,1.1542910619914175,0.2757669239823211,0,231.0,14.0
9.791807730086694,1607.72729504004,-2.381700147740635,0.2797659351453341,0,231.0,14.0
9.866019204078137,1604.64065664,-7.803461374528582,0.28188626297366104,0,232.0,14.0
9.903967873083372,1599.44,0.5681557510917804,0.28297051065952494,0,233.0,15.0
10.000696304364306,1600.39920880002,0.5205363089120327,0.2857341801246944,0,235.0,17.0
10.20904334040109,1602.29210879999,-13.9978645537582,0.2916869525828883,1,240.0,19.0
10.218846077494746,1599.84840000001,-0.03726920376995958,0.2919670307855642,0,230.0,15.0
10.38487976454264,1599.7404,0.21899489427411742,0.296710850415504,0,230.0,15.0
10.53904929863502,1600.32966688002,9.062563724097757,0.30111569424671486,0,230.0,15.0
10.580285587003605,1606.90701855998,-0.3325138439851413,0.3022938739143887,0,230.0,15.0
10.76040249913191,1605.86170528001,-0.6691759742930673,0.30744007140376883,0,230.0,15.0
10.990244268289816,1603.17718672002,-0.3712167324955692,0.3140069790939947,0,230.0,15.0
11.231861906326996,1601.6117352,-5.506045841310214,0.3209103401807713,0,230.0,15.0
11.342391235549458,1590.95720000003,-28.454379168783078,0.3240683210156988,0,230.0,15.0
11.3539253974988,1584.7065472001,-0.43438549362893836,0.3243978684999657,0,230.0,15.0
11.527421070300125,1583.391172,-3.636916554569766,0.3293548877228607,0,230.0,15.0
11.62525817912692,1577.1724928,-0.06186243547749646,0.33215023368934055,0,230.0,15.0
11.793256877726922,1576.991104,-1.1199007016357352,0.3369501965064835,0,230.0,15.0
12.00735150271014,1572.80588720001,-0.4398414278148281,0.3430671857917183,0,230.0,15.0
12.240505910955644,1571.01600000003,1.9991682097481451,0.3497287403130184,0,225.0,15.0
12.446238851802907,1578.19736223998,-0.3410969279122543,0.3556068243372259,0,225.0,15.0
12.632917793740738,1577.08599999999,0.9615309586837462,0.3609405083925925,0,226.0,16.0
12.811560411482258,1580.08424063999,-0.21388579624739215,0.3660445831852074,3,228.0,17.0
12.996854287869231,1579.39253327999,1.6418925631109715,0.3713386939391209,0,231.0,19.0
13.163692553123456,1584.17483168004,1.189493990669381,0.376105501517813,0,224.0,15.0
13.326052319210394,1587.54599999998,0.7363283408508502,0.38074435197743983,0,224.0,15.0
13.514089166524593,1589.96266112003,-0.47037350287193563,0.3861168333292741,0,224.0,15.0
13.715686165613215,1588.30760000001,2.5654657359520137,0.391876747588949,0,224.0,15.0
13.823894297377235,1593.15594879999,-0.2039570338330856,0.39496840849649245,0,224.0,15.0
13.973135533059361,1592.62468927993,0.1582574941215096,0.39923244380169604,0,224.0,15.0
14.480611684923977,1594.02640000006,1.8427689666880291,0.41373176242639936,0,224.0,15.0
14.57694280918978,1597.12570752002,0.060233937164031276,0.41648408026256517,0,224.0,15.0
15.270090065565947,1597.85440000002,5.149441982056222,0.43628828758759847,0,224.0,15.0
15.549813796045411,1623.06240000001,0.10177535415370056,0.444280394172726,0,224.0,15.0
15.72478257595958,1623.37319999998,3.2349864592627573,0.44927950217027374,0,224.0,15.0
15.983509453406267,1637.99676351998,-2.293416475365691,0.45667169866875046,0,219.0,16.0
16.056682314967876,1635.06625920001,67.90521121204132,0.45876235185622505,0,219.0,16.0
