FL. Montpelier Loop
Lat,Lon,Distance,Azimuth,Elevation,Cloud Cover,Wind Direction,Wind Speed
42.322978,-111.297547,0,269.09556676294517,557.1456021058591,79,321.0,10.0
42.322975,-111.297804,21.131427767746295,359.45341197832624,556.9771870848,79,321.0,10.0
42.323595,-111.297812,90.07541948812276,359.52757768055676,556.5626054400122,79,321.0,10.0
42.324133,-111.297818,149.90032363857708,359.3770620698309,555.4338700800153,79,321.0,10.0
42.324201,-111.297819,157.46202557085,89.24748984291985,555.5379030505112,79,321.0,10.0
42.324206,-111.297304,199.80465246522823,90.09342783746357,555.6901459199939,79,321.0,10.0
42.324205,-111.296477,267.7937387021253,90.44348919702865,556.3427146732892,79,321.0,10.0
42.324202,-111.295953,310.8739113582169,89.84665805910214,556.852897642752,79,321.0,10.0
42.324204,-111.29494,394.1545649812029,89.99995387631648,556.8696,79,321.0,10.0
42.324204,-111.294803,405.4175547985746,179.88977752555428,556.8696,79,321.0,10.0
42.323051,-111.2948,533.6255424515712,180.4340342357189,557.6183107200122,79,321.0,10.0
42.322563,-111.294805,587.8902236389887,181.4786728872328,557.9071392000061,79,321.0,10.0
42.322162,-111.294819,632.4942422883975,181.70767582959405,557.370061214976,79,321.0,10.0
42.322038,-111.294824,646.2885395476394,89.80527202183683,557.1489786071071,79,321.0,10.0
42.32204,-111.294027,711.8138204612632,88.34448089967036,557.484636656643,79,321.0,10.0
42.32205,-111.293559,750.3062357477673,88.67321261423058,557.6384811647939,79,321.0,10.0
42.322055,-111.293267,774.3192822966867,81.80475775969728,557.886948516477,79,321.0,10.0
42.322078,-111.293051,792.2608064993607,79.80033236204893,558.0820943999878,79,321.0,10.0
42.322136,-111.292615,828.6818188004855,77.9452859248579,558.56462157312,79,321.0,10.0
42.322187,-111.292292,855.8358013863655,76.88144922283387,558.6886914616321,79,321.0,10.0
42.322243,-111.291967,883.2714054254325,72.20127429604848,558.9803015220481,79,321.0,10.0
42.322642,-111.290286,1028.4199036055597,73.31912460998234,559.9152033454171,79,321.0,10.0
42.322788,-111.289627,1084.978655431092,73.83709456601267,559.620171575811,79,321.0,10.0
42.322797,-111.289585,1088.5737180929561,73.07410230682689,559.6234726329601,79,321.0,10.0
42.322833,-111.289425,1102.3234720755736,73.33607866582328,559.6128,79,321.0,10.0
42.32286,-111.289303,1112.7931964466413,73.34885998781473,559.6128,79,321.0,10.0
42.32295,-111.288896,1147.718502328157,73.22829916565128,559.725658905603,79,321.0,10.0
42.323032,-111.288528,1179.3170719806055,73.17535492619844,559.993329291264,79,321.0,10.0
42.323161,-111.287951,1228.8752894410502,73.37622389326539,560.9900083199939,79,321.0,10.0
42.323244,-111.287575,1261.1356817201392,72.66573179376371,561.6483665664031,79,321.0,10.0
42.323259,-111.28751,1266.7337657435023,72.2141012346478,561.7925974387231,79,321.0,10.0
42.323333,-111.287198,1293.6716483426203,74.48832766650114,562.1038956771749,79,321.0,10.0
42.323404,-111.286852,1323.1924926980573,73.1530190335535,563.1279560847056,79,321.0,10.0
42.323659,-111.285713,1421.0313521843227,74.1936554167091,563.1593308799909,79,321.0,10.0
42.32374,-111.285326,1454.0977913647284,75.2817407845748,563.8193755238461,79,321.0,10.0
42.323834,-111.284842,1495.2383953757665,78.4558961197645,564.3495154805516,79,321.0,10.0
42.323916,-111.284299,1540.8011931224523,81.59853968009686,563.9321817599604,79,321.0,10.0
42.323954,-111.283951,1569.7212981213252,83.18529817736248,564.6691881600061,79,321.0,10.0
42.323976,-111.283702,1590.3377148854565,88.97697218279401,565.1677830236343,79,321.0,10.0
42.32398,-111.283399,1615.2518910599988,92.21997283969966,565.2845183999848,79,321.0,10.0
42.323971,-111.283085,1641.0858195140227,94.68603509720315,565.0147908825631,79,321.0,10.0
42.323945,-111.282656,1676.473030867082,100.86369381344788,564.1639038873814,79,321.0,10.0
42.323903,-111.28236,1701.2518600212397,101.91166740316017,563.8681737600183,79,321.0,10.0
42.323886,-111.282251,1710.4101764679438,101.78108085847354,563.8322447162941,79,321.0,10.0
42.32382,-111.281823,1746.3541222011877,111.5812358705107,564.0241250457539,79,321.0,10.0
42.323665,-111.281293,1793.2114880203906,110.83730074953249,563.8965296697478,79,321.0,10.0
42.323553,-111.280895,1828.2219276266053,112.67411609989,563.8620777599848,79,321.0,10.0
42.323414,-111.280445,1868.3164243494682,114.31433779720734,564.5627583398369,79,321.0,10.0
42.322806,-111.278625,2032.5086778544587,112.47353043528356,564.3243983999939,79,321.0,10.0
42.322665,-111.278164,2073.5240140232722,115.72225770833396,564.008350548477,79,321.0,10.0
42.322182,-111.276808,2197.268567177851,114.1138137264606,562.7393391083398,82,316.0,11.0
42.321764,-111.275545,2311.033464179434,111.12754951908212,563.9419002470675,82,316.0,11.0
42.321534,-111.27474,2381.9860218944063,105.6795079722926,564.4974028800061,82,316.0,11.0
42.321424,-111.27421,2427.2442247277595,94.11954946206335,564.975013263363,82,316.0,11.0
42.321406,-111.273872,2455.104965794415,92.99792991033596,564.5475562813563,82,316.0,11.0
42.321389,-111.273433,2491.246937972218,91.5125187238376,563.8805751698103,82,316.0,11.0
42.32137,-111.27246,2571.2703139687055,90.89016817731266,564.1433472000031,82,316.0,11.0
42.321354,-111.271068,2685.7278648990737,89.63326145035263,564.45131712,82,316.0,11.0
42.321363,-111.269163,2842.3512518951798,91.92738163182791,565.0748159999908,82,316.0,11.0
42.321318,-111.267355,2991.0807937412487,92.34212813697161,566.01713568,82,316.0,11.0
42.321286,-111.266297,3078.137431025875,92.61023725994463,566.3853340800091,84,315.0,11.0
